Id,RoadName,Label,Latitude,Longitude
27109,Jln Bahar,Westwood Sec Sch,1.353094722,103.7008231
27121,Jln Bahar,Bef Nanyang Ave,1.356823056,103.6952128
27129,Jln Bahar,Opp Nanyang Ave,1.357332172,103.6951604
27131,Jurong West St 91,Blk 932,1.34194,103.6885297
27139,Jurong West St 91,Blk 934,1.342027461,103.6889815
27141,Jurong West St 91,Blk 920,1.339675467,103.6877997
27149,Jurong West St 91,Juying Pr Sch,1.339065251,103.688758
27159,Jurong West St 92,Blk 924,1.340337778,103.6900514
27169,Nanyang Ave,Bef Jln Bahar,1.356931032,103.6942446
27171,Nanyang Ave,Bef Lor Danau,1.356045651,103.6916825
27179,Nanyang Ave,Aft Lor Danau,1.356184182,103.6917826
27181,Nanyang Ave,PUB Sub-Stn,1.355875888,103.6890362
27189,Nanyang Ave,Opp PUB Sub-Stn,1.356072042,103.6890392
27199,Nanyang Ave,Hall 11,1.354342168,103.6868575
27209,Nanyang Ave,Hall 8,1.351507017,103.6856923
27211,Nanyang Dr,Lee Wee Nam Lib,1.347931407,103.6805007
27219,Nanyang Dr,Blk 2,1.347932695,103.6802524
27221,Nanyang Dr,Sch Of CEE,1.346231517,103.6785176
27231,Nanyang Dr,Sch Of Comm And Info,1.342079724,103.6792227
27241,Nanyang Dr,Hall 7,1.339987266,103.6808938
27251,Nanyang Dr,Yunnan Gdn,1.341622696,103.6842061
27261,Nanyang Dr,Hall 4,1.343320114,103.6863209
27271,Jurong West St 91,Blk 962,1.34199989,103.6913205
27279,Jurong West St 91,Blk 953,1.34210239,103.6911929
27281,Lien Ying Chow Dr,Hall 1,1.345655,103.6878056
27291,Lien Ying Chow Dr,Opp Hall 6,1.347722674,103.6864993
27301,Pioneer Rd Nth,Blk 978,1.34045285,103.6943978
27309,Pioneer Rd Nth,Blk 705,1.341070469,103.6942654
27311,Lien Ying Chow Dr,Hall 2,1.349022111,103.6853929
27321,Pioneer Rd Nth,Blk 949,1.344039444,103.6917308
27329,Pioneer Rd Nth,Blk 840,1.3440425,103.691865
27331,Jurong West St 72,West Grove Pr Sch,1.345373056,103.6994114
27341,Jurong West St 72,Blk 729,1.346637034,103.6977882
27349,Jurong West St 72,Blk 745,1.346808056,103.6978181
27351,Jurong West Ave 5,Blk 715,1.34423201,103.6961317
27359,Jurong West Ave 5,Blk 817,1.34441435,103.6960137
27361,Jurong West Ave 5,Blk 710,1.342944904,103.6945224
27369,Jurong West Ave 5,Blk 834,1.342853733,103.694104
27371,Jurong West St 75,Opp Blk 755,1.347513843,103.7009944
27379,Jurong West St 75,Blk 755,1.348050421,103.7008739
27381,Jurong West St 75,Blk 749,1.34814783,103.6986383
27389,Jurong West St 75,Gek Poh Shop Ctr,1.348451809,103.6981044
27391,Jurong West St 82,Blk 857,1.348427066,103.696312
27399,Jurong West St 82,Bet Blks 859/860,1.348664698,103.6964037
27401,Jurong West St 81,Pioneer Sec Sch,1.347366006,103.694138
27409,Jurong West St 81,Blk 821,1.34719,103.6941675
27411,Jurong West St 81,Blk 844A CP,1.345908333,103.6927375
27419,Jurong West St 81,Blk 827,1.345754722,103.69282
27421,Jurong West St 71,Blk 701,1.342834167,103.6953636
27429,Jurong West St 71,Blk 711,1.342865,103.6955581
27431,Jurong West Ave 5,Blk 762,1.349465273,103.6973463
27439,Jurong West Ave 5,Blk 861,1.349410778,103.6971171
27441,Jurong West Ave 5,Bet Blks 757/758,1.350328688,103.7007933
27449,Jurong West Ave 5,Aft Westwood Ave,1.350532425,103.701079
27451,Jurong West Ave 3,Bet Blks 272D/271A,1.351286137,103.7041506
27459,Jurong West Ave 3,Blk 273B,1.3514507,103.7039904
27461,Jurong West Ave 3,Opp Blk 276B,1.352933058,103.7051286
27469,Jurong West Ave 3,Blk 276B,1.353071922,103.7048671
27471,Jurong West St 23,Corporation Pr Sch,1.352166558,103.7078248
27479,Jurong West St 23,Opp Corporation Pr Sch,1.351892343,103.7081826
27501,Jurong West St 93,NTUC HEALTH NURSING HME,1.340971167,103.6916711
27509,Jurong West St 93,Bef Yunnan Cres,1.340436472,103.6913582
27511,Jurong West St 93,Blk 974,1.339252023,103.6931057
27519,Jurong West St 93,Opp Blk 974,1.340042855,103.692924
27521,Jurong West St 93,Blk 986 CP,1.336808966,103.6940617
27529,Jurong West St 93,Opp Blk 987A,1.336298048,103.694063
27531,Jurong West St 91,Blk 918,1.340527952,103.686973
27539,Jurong West St 91,BEF XINGNAN PR SCH,1.340716145,103.6868923
28009,Jurong Gateway Rd,Jurong East Temp Int,1.333408188,103.7415425
28011,C'wealth Ave West,BEF TOH TUCK AVE,1.324258056,103.7591472
28019,C'wealth Ave West,Aft Toh Tuck Ave,1.324927205,103.7589433
28021,Boon Lay Way,OPP 8 @TRADEHUB 21,1.326158084,103.7554502
28029,Boon Lay Way,8 @ TRADEHUB 21,1.326889982,103.7543603
28031,Boon Lay Way,Bef The Synergy,1.327901,103.751015
28039,Boon Lay Way,Aft Boon Lay Sub Stn,1.328075,103.7514083
28041,Boon Lay Way,The Synergy,1.3300835,103.7482837
28049,Boon Lay Way,Opp The Synergy,1.330699213,103.7481034
28051,Boon Lay Way,Big Box,1.332289997,103.74574
28059,Boon Lay Way,Ng Teng Fong General Hosp,1.332606389,103.7458072
28061,Boon Lay Way,Jurong East Stn/Int,1.335963908,103.7425481
28069,Boon Lay Way,Blk 203,1.336442401,103.7425574
28071,Boon Lay Way,Blk 105,1.337650353,103.7390424
28079,Boon Lay Way,Blk 210,1.338399066,103.7386009
28081,Boon Lay Way,Blk 112,1.339508308,103.7366476
28089,Boon Lay Way,Bef Yuhua CC,1.340163586,103.7363464
28091,Boon Lay Way,Lakeside Stn,1.344257956,103.7201249
28099,Boon Lay Way,Opp Lakeside Stn,1.344320099,103.7192983
28101,Toh Tuck Ave,Opp SMRT Ulu Pandan Depot,1.333124368,103.7590562
28109,Toh Tuck Ave,SMRT Ulu Pandan Depot,1.333273442,103.7593318
28111,Jurong Rd,Aft Bt Batok Rd,1.347828963,103.7358544
28119,Jurong Rd,Bef Bt Batok Rd,1.347850605,103.7360553
28121,Jurong Rd,Opp Track 18,1.350320655,103.733396
28129,Jurong Rd,Aft Track 18,1.350318839,103.7337431
28131,Jurong Rd,Bef Jurong Lodge 1B,1.352785657,103.7305039
28139,Jurong Rd,Aft Track 22,1.353113025,103.7304425
28141,Jurong Rd,Aft Track 22,1.353997778,103.7285725
28149,Jurong Rd,Opp Jurong Lodge 1B,1.354059771,103.7291206
28151,Jurong Rd,Bef Hong Kah Circle,1.355826007,103.7214746
28159,Jurong Rd,Aft Hong Kah Circle,1.355987547,103.7213845
28161,Jurong Rd,Bef Hong Kah Flyover,1.356004212,103.7192784
28169,Jurong Rd,Aft Hong Kah Flyover,1.356162022,103.719496
28181,Toh Tuck Ave,Bef Toh Tuck Link,1.329966425,103.758198
28189,Toh Tuck Ave,Aft Toh Tuck Link,1.329921247,103.758506
28201,Jurong Gateway Rd,Opp The JTC Summit,1.332057062,103.7418505
28211,Jurong Gateway Rd,Opp Blk 135,1.334186773,103.7407068
28221,Jurong Town Hall Rd,Opp Intl Business Pk,1.32761805,103.7449417
28229,Jurong Town Hall Rd,German Ctr,1.325366752,103.7459319
28231,Jurong Town Hall Rd,Jurong Town Hall,1.329862011,103.7424818
28239,Jurong Town Hall Rd,Opp Jurong Town Hall,1.329804425,103.7430715
28241,Jurong Town Hall Rd,Opp Jurong East Lib,1.331758585,103.7395749
28249,Jurong Town Hall Rd,Jurong East Lib,1.332605,103.739045
28251,Jurong Town Hall Rd,S'pore Science Ctr,1.333828056,103.7369883
28259,Jurong Town Hall Rd,Opp S'pore Science Ctr,1.334154722,103.7369883
28261,Jurong Town Hall Rd,Aft S'pore Science Ctr,1.33614237,103.7348988
28269,Jurong Town Hall Rd,Blk 118,1.336532427,103.7349928
28271,Jurong Town Hall Rd,Opp Blk 114,1.338992597,103.7339058
28279,Jurong Town Hall Rd,Blk 114,1.339482955,103.7342365
28281,Jurong Town Hall Rd,Opp Blk 227,1.342060328,103.7353755
28289,Jurong Town Hall Rd,Blk 228,1.342389722,103.7359889
28291,Jurong Town Hall Rd,Blk 303,1.344460904,103.736383
28299,Jurong Town Hall Rd,Blk 253,1.344383231,103.7366703
28301,Jurong Gateway Rd,Blk 131,1.334738999,103.740303
28309,Jurong Town Hall Rd,Intl Business Pk,1.326286276,103.7457849
28311,Jurong East Ctrl,Blk 209,1.338252775,103.7410835
28319,Jurong East Ctrl,Blk 207,1.338626239,103.7417331
28321,Jurong East Ave 1,Blk 239,1.341271664,103.7409031
28329,Jurong East Ave 1,Blk 246,1.341470923,103.7404357
28331,Jurong East Ave 1,Blk 229,1.342043929,103.7380493
28339,Jurong East Ave 1,Blk 252,1.342705106,103.7373752
28341,Boon Lay Way,Chinese Gdn Stn,1.342470278,103.7327128
28349,Boon Lay Way,Opp Chinese Gdn Stn,1.342551137,103.7331851
28351,Boon Lay Way,Opp Blk 350,1.343615278,103.7310558
28359,Boon Lay Way,Blk 350,1.343887222,103.7311994
28361,Boon Lay Way,Jurong Lake,1.344188818,103.7274878
28369,Boon Lay Way,Opp Jurong Lake,1.344497222,103.7274714
28371,Boon Lay Way,Bef Jurong West St 51,1.344879722,103.7240919
28379,Boon Lay Way,Aft Jurong West St 51,1.345136399,103.7242613
28381,Jurong West St 51,Blk 515,1.346269671,103.721296
28389,Jurong West St 51,Opp Blk 515,1.3464621,103.7214723
28391,Jurong West St 51,Blk 501,1.349780932,103.7193717
28399,Jurong West St 51,Blk 458,1.349749472,103.7196482
28401,Jurong West Ave 1,Blk 502,1.350654551,103.718614
28409,Jurong West Ave 1,Blk 454,1.350811494,103.7179377
28411,Jurong West St 52,Blk 526,1.348054444,103.7176175
28421,Jurong West St 52,Blk 517,1.345915861,103.7193457
28431,Jurong East Ctrl,Blk 134,1.334496265,103.7388156
28439,Jurong East Ctrl,Blk 124,1.33451434,103.738575
28441,Jurong East Ctrl,Seventh-Day Advent Ch,1.335766389,103.7388492
28449,Jurong East Ctrl,Bef Seventh-Day Advent Ch,1.336181667,103.739445
28451,Jurong East Ave 1,Parc Oasis,1.343941891,103.73466
28459,Jurong East Ave 1,Opp Parc Oasis,1.344407729,103.7343153
28461,Jurong East Ave 1,Blk 347,1.345332403,103.7320538
28469,Jurong East Ave 1,Blk 316,1.346127173,103.7319331
28471,Jurong East St 32,Opp Blk 311,1.348111456,103.7322464
28481,Jurong East St 32,Blk 306,1.346181391,103.7342159
28491,Jurong East Ave 1,Opp Jurong Polyclinic,1.349055961,103.7307863
28499,Jurong East Ave 1,Jurong Polyclinic,1.349630441,103.730462
28501,Jurong West Ave 1,Blk 490,1.349803284,103.7273777
28509,Jurong West Ave 1,Blk 422,1.350034709,103.7265401
28511,Jurong West Ave 1,Blk 463,1.350635965,103.7237236
28519,Jurong West Ave 1,Blk 425,1.350584168,103.7245249
28521,Jurong West Ave 1,Blk 457,1.350975481,103.7212004
28529,Jurong West Ave 1,Blk 441,1.351179213,103.7206511
28531,Jurong West Ave 1,Blk 536,1.350061155,103.7165294
28539,Jurong West Ave 1,Blk 538,1.349754774,103.7154239
28541,Jurong West St 42,Blk 551,1.352358056,103.71726
28551,Jurong West St 42,Blk 560A,1.353092019,103.71994
28561,Jurong West St 42,Blk 402,1.35318547,103.7223243
28571,Jurong West St 42,Blk 416,1.352420676,103.7254229
28581,Jurong West St 41,Blk 491,1.34925114,103.7257056
28591,Jurong West St 41,Opp Blk 481,1.346456389,103.7253825
28601,Jurong West St 41,Yuhua Sec Sch,1.347337447,103.7231677
28611,Jurong West St 41,Opp Blk 461,1.349277923,103.7210677
28621,Jurong East Ctrl,Blk 241,1.341543482,103.7435801
28629,Jurong East Ctrl,Blk 266,1.341953312,103.74425
28631,Toh Guan Rd,Opp Blk 288D,1.340531577,103.7441862
28639,Toh Guan Rd,Blk 288E,1.340456498,103.74396
28641,Toh Guan Rd,Blk 284,1.339178898,103.7461032
28649,Toh Guan Rd,Blk 286A,1.339013034,103.7460344
28651,Toh Guan Rd,Opp IMM Bldg,1.33515192,103.7479419
28659,Toh Guan Rd,IMM Bldg,1.334461893,103.7476778
28661,Toh Guan Rd East,Opp Jurong East Warehse,1.336655228,103.74952
28669,Toh Guan Rd East,Jurong East Warehse,1.336445,103.749355
28671,Toh Guan Rd East,Alliance Bldg,1.3371523,103.7522638
28679,Toh Guan Rd East,Hitachi Elevator Bldg,1.336614493,103.7511046
28681,Toh Guan Rd East,Toh Guan Ctr,1.337202426,103.7548889
28689,Toh Guan Rd East,Opp Toh Guan Ctr,1.337279344,103.75441
28691,Toh Guan Rd East,Wang-Fu Ind Pte Ltd,1.335652429,103.7574893
28699,Toh Guan Rd East,Opp Uni-Tech Ctr,1.335668506,103.757235
28701,Toh Tuck Link,Aft Old Toh Tuck Rd,1.331498333,103.75773
28709,Toh Tuck Link,Bef Old Toh Tuck Rd,1.331639972,103.7573441
29011,Penjuru Rd,Opp Sanmina-SCI,1.3085475,103.7336219
29019,Penjuru Rd,Sanmina-SCI,1.30809,103.7337659
29021,Penjuru Rd,Aft Jln Buroh,1.312674999,103.7345023
29029,Penjuru Rd,Bef Penjuru Cl,1.313669444,103.7349708
29031,Penjuru Rd,Aft Penjuru Pl,1.316531388,103.7353866
29039,Penjuru Rd,Bef Penjuru Wk,1.317914723,103.7359015
29041,Tg Penjuru,Ban Joo,1.306304994,103.7360537
29049,Tg Penjuru,LTH Logistics,1.305983213,103.7366867
29051,Jln Buroh,Opp Caltex S'pore,1.304620528,103.7428493
29059,Jln Buroh,Caltex S'pore,1.304372802,103.742525
29069,Jln Buroh,Aft Pandan Rd,1.302969478,103.7460724
29071,Pandan Rd,Gas Svc Intl,1.304226652,103.7517938
29081,Pandan Rd,Franklin Offshore,1.301778598,103.7528443
29089,Pandan Rd,Swanson Plastics,1.301467542,103.7527049
29091,Pandan Rd,Opp Sia Huat,1.299418862,103.7525439
29099,Pandan Rd,Bef Sia Huat,1.299386684,103.7520719
29101,Pandan Rd,PPL Shipyard,1.298560779,103.7499767
29109,Pandan Rd,Opp PPL Shipyard,1.298749171,103.7496962
29111,Pandan Rd,Transerve,1.300025833,103.7468519
29119,Pandan Rd,Comfortdelgro Engrg,1.300759621,103.747201
29121,Tg Penjuru,Opp Clp Intl,1.306701858,103.7395513
29129,Tg Penjuru,Clp Intl,1.306391943,103.7394918
29139,Pandan Ave,Opp Foh Foh Pte Ltd,1.302958465,103.7513745
29149,Pandan Ave,Senkee Logistics Hub,1.301692789,103.7484455
29159,Penjuru Rd,Aft Teban Gdns Cres,1.325324898,103.737505
30011,Old Choa Chu Kang Rd,Tengah Air Base,1.373677995,103.7142257
30019,Old Choa Chu Kang Rd,Opp Tengah Air Base,1.373333068,103.7136584
30021,Old Choa Chu Kang Rd,Opp Keat Hong Camp,1.374441956,103.7170523
30029,Old Choa Chu Kang Rd,Keat Hong Camp,1.374156028,103.7170963
30031,Old Choa Chu Kang Rd,Opp Army Logistics Base,1.374619354,103.7198387
30039,Old Choa Chu Kang Rd,Army Logistics Base,1.374321622,103.7198188
30041,Old Choa Chu Kang Rd,Opp Home Team Academy,1.374620141,103.7218882
30049,Old Choa Chu Kang Rd,Home Team Academy,1.374313322,103.7238366
30051,Old Choa Chu Kang Rd,Aft Track 14,1.374555769,103.7253705
30059,Old Choa Chu Kang Rd,Opp Track 14,1.374399352,103.726143
30081,Brickland Rd,Opp Hai Inn See Tp,1.377276847,103.7343131
30089,Brickland Rd,Aft Hai Inn See Tp,1.37716,103.7340917
30091,Sg Tengah Rd,Chengtai Nursery,1.379430556,103.7308564
30099,Sg Tengah Rd,Opp Chengtai Nursery,1.379721598,103.7312281
30101,Brickland Rd,BLK 485B,1.373713,103.738897
30109,Brickland Rd,Opp Blk 485A,1.373745,103.738354
30111,Brickland Rd,BLK 804B,1.372457887,103.7428254
30119,Brickland Rd,AFT CHOA CHU KANG AVE 6,1.3728875,103.7404039
30121,Brickland Rd,BLK 805D,1.37211783,103.7444371
30129,Brickland Rd,OPP BLK 805D,1.37203889,103.7438103
31009,Old Choa Chu Kang Rd,Choa Chu Kang Rd End,1.371743745,103.6842656
31011,Jln Bahar,Aft Nanyang Ave,1.359084608,103.6938952
31019,Jln Bahar,Bef Nanyang Ave,1.359982605,103.6939891
31021,Jln Bahar,Jln Bahar Power Stn,1.36247047,103.6928789
31029,Jln Bahar,Opp Jln Bahar Power Stn,1.363079872,103.692966
31031,Jln Bahar,Civil Defence Academy,1.365988907,103.6932732
31039,Jln Bahar,Opp Civil Defence Academy,1.36563784,103.6933082
31041,Jln Bahar,Bef Muslim Cemy Path 7,1.368932264,103.6939294
31049,Jln Bahar,Aft Chr Cemy Path 9,1.369395544,103.6942437
31051,Jln Bahar,Pusara Aman Mque,1.372260022,103.6944518
31059,Jln Bahar,Aft Cemy Chapel,1.372075744,103.6946681
31061,Lim Chu Kang Rd,Opp Lim Chu Kang Camp II,1.375947222,103.6955703
31069,Lim Chu Kang Rd,Bef Old Choa Chu Kang Rd,1.374931389,103.6955061
31071,Lim Chu Kang Rd,Aft Chinese Cemy Path 11,1.378533142,103.6962605
31079,Lim Chu Kang Rd,Opp Chinese Cemy Path 11,1.377686111,103.6963219
31081,Old Lim Chu Kang Rd,Opp HQ 5th SIB Camp I,1.380562642,103.6973253
31089,Old Lim Chu Kang Rd,HQ 5th SIB Camp I,1.379927294,103.6971152
31121,Old Choa Chu Kang Rd,Nirvana Memorial Gdn,1.370355319,103.6880039
31129,Old Choa Chu Kang Rd,Aft Nirvana Memorial Gdn,1.369973934,103.68741
31131,Old Choa Chu Kang Rd,Aft Track 33,1.37210056,103.6901494
31139,Old Choa Chu Kang Rd,Bef Track 33,1.372112815,103.6903841
31141,Old Choa Chu Kang Rd,CCK Cemy Office,1.374096307,103.6934219
31149,Old Choa Chu Kang Rd,Opp CCK Cemy Office,1.373948547,103.6940083
31151,Old Choa Chu Kang Rd,Aft Lim Chu Kang Rd,1.373632274,103.6959675
31159,Old Choa Chu Kang Rd,Bef Lim Chu Kang Rd,1.373366007,103.6961973
31161,Old Choa Chu Kang Rd,Opp Teen Challenge,1.372533322,103.7020876
31169,Old Choa Chu Kang Rd,Teen Challenge,1.372450942,103.7012194
31171,Old Choa Chu Kang Rd,Opp Jln Berseri,1.372407883,103.704187
31179,Old Choa Chu Kang Rd,Aft Jln Berseri,1.372344032,103.7035508
31191,Old Choa Chu Kang Rd,B26 Old Choa Chu Kang Rd,1.371614444,103.7099108
31199,Old Choa Chu Kang Rd,B25 Old Choa Chu Kang Rd,1.370975581,103.7093154
31201,Lim Chu Kang Rd,Aft Chinese Cemy Path 13,1.38044982,103.6965941
31211,Lim Chu Kang Rd,Aft Muslim Cemy Path 17,1.382839,103.6969997
32031,Lim Chu Kang Rd,Opp Ama Keng Rd,1.402702994,103.7007817
32039,Lim Chu Kang Rd,Aft Ama Keng Rd,1.402517888,103.7008148
32041,Lim Chu Kang Rd,Opp LP 160,1.404361044,103.7016616
32049,Lim Chu Kang Rd,Aft LP 161,1.404522544,103.7018703
32051,Lim Chu Kang Rd,Aft Track 11,1.409293655,103.7009794
32059,Lim Chu Kang Rd,Opp Track 11,1.409031408,103.7012078
32061,Lim Chu Kang Rd,Opp LP 173,1.411463076,103.70006
32069,Lim Chu Kang Rd,B26 Lim Chu Kang Rd,1.411032579,103.7003812
32071,Lim Chu Kang Rd,Aft Track 13,1.416024604,103.7005678
32079,Lim Chu Kang Rd,Opp Track 13,1.415128277,103.7002682
32081,Lim Chu Kang Rd,Sg Gedong Camp,1.417446316,103.7012036
32089,Lim Chu Kang Rd,Aft Sg Gedong Camp,1.416818912,103.7010851
32101,Lim Chu Kang Rd,Aft Murai Farmway,1.38541383,103.6974447
32109,Lim Chu Kang Rd,Bef Lor Serambi,1.38571767,103.6977027
32111,Lim Chu Kang Rd,Aft LP 93,1.398372,103.6996458
32119,Lim Chu Kang Rd,Aft LP 96,1.39858,103.6998827
33011,Lim Chu Kang Rd,B19 Lim Chu Kang Rd,1.419591086,103.7022296
33019,Lim Chu Kang Rd,B20 Lim Chu Kang Rd,1.419201592,103.7021566
33021,Lim Chu Kang Rd,Opp Neo Tiew Rd,1.421790125,103.7032446
33029,Lim Chu Kang Rd,Aft Neo Tiew Rd,1.420803148,103.7029219
33031,Lim Chu Kang Rd,Aft Jln Bahtera,1.423979583,103.7042257
33039,Lim Chu Kang Rd,Opp Jln Bahtera,1.423295992,103.7040803
33041,Lim Chu Kang Rd,Opp Lim Chu Kang Lane 3,1.427619116,103.7059434
33049,Lim Chu Kang Rd,Aft Lim Chu Kang Lane 3,1.426217435,103.705438
33051,Lim Chu Kang Rd,Bef Lim Chu Kang Lane 3A,1.430249373,103.7068344
33059,Lim Chu Kang Rd,Aft Lim Chu Kang Lane 3A,1.429359911,103.7066297
34009,Lim Chu Kang Rd,Police Coast Guard,1.444826561,103.7075673
34011,Lim Chu Kang Rd,Opp Lim Chu Kang Lane 4,1.433181996,103.7078232
34019,Lim Chu Kang Rd,Aft Lim Chu Kang Lane 4,1.432534167,103.7077381
34021,Lim Chu Kang Rd,Opp Lim Chu Kang Lane 5,1.435186498,103.7080476
34029,Lim Chu Kang Rd,Bef Lim Chu Kang Lane 5,1.434971944,103.7081833
34031,Lim Chu Kang Rd,Aft Lim Chu Kang Lane 6,1.437666053,103.7079565
34039,Lim Chu Kang Rd,Bef Lim Chu Kang Lane 6,1.436591703,103.7081175
34041,Lim Chu Kang Rd,B03 Lim Chu Kang Rd,1.438865086,103.7079067
34049,Lim Chu Kang Rd,Aft Lim Chu Kang Lane 8,1.438374062,103.7080241
34051,Lim Chu Kang Rd,Aft Lim Chu Kang Lane 8,1.442755586,103.7077541
34059,Lim Chu Kang Rd,Yishun Dairy Farm,1.442343388,103.707869
34101,Lor Rusuk,Aft Old Lim Chu Kang Rd,1.38440683,103.6979038
34109,Lor Rusuk,Aft Lim Chu Kang Rd,1.38430083,103.6981122
40011,Bt Timah Rd,LITTLE INDIA STN EXIT A,1.306064115,103.8490875
40019,Bt Timah Rd,Little India Stn,1.306644045,103.8492042
40021,Bt Timah Rd,BEF WINSTEDT RD,1.311033889,103.8427911
40029,Bt Timah Rd,Aft Makepeace Rd,1.311423056,103.84266
40031,Bt Timah Rd,Newton FC,1.311785095,103.8409836
40039,Bt Timah Rd,Opp Newton FC,1.312303056,103.8407256
40041,Bt Timah Rd,Newton Stn Exit C,1.313722231,103.8380974
40049,Dunearn Rd,Opp Newton Stn Exit C,1.314023056,103.8388464
40051,Bt Timah Rd,Balmoral Plaza,1.31588,103.83632
40059,Dunearn Rd,Chancery Ct,1.316621389,103.8363436
40069,Dunearn Rd,Anglo-Chinese Sch,1.318303989,103.8343513
40071,Bt Timah Rd,Leng Kwang Baptist Ch,1.319180278,103.8292136
40079,Dunearn Rd,SCGS PR,1.319721642,103.8299146
40081,Bt Timah Rd,Stevens Stn,1.320129519,103.8260526
40089,Dunearn Rd,Opp Stevens Stn,1.320510556,103.8273903
40091,Bt Timah Rd,Bef Lewis Rd,1.321018073,103.8235094
40099,Dunearn Rd,Aft Dunkirk Ave,1.321852352,103.8234401
40101,Kg Java Rd,KK Women & Child Hosp,1.310361867,103.8477915
40109,Kg Java Rd,Opp KK Women & Child Hosp,1.309491313,103.8477075
40111,Bt Timah Rd,City Twrs,1.318065,103.8326256
40119,Dunearn Rd,Bef Goldhill Ave,1.318897343,103.8324952
40121,Newton Rd,Opp Newton Life Ch,1.314581649,103.8405319
40129,Newton Rd,Newton Life Ch,1.314537793,103.8408285
40171,Scotts Rd,Opp Env Bldg,1.31095172,103.835821
40179,Scotts Rd,Env Bldg,1.31133174,103.8368695
40181,Scotts Rd,Newton Stn Exit A,1.312435612,103.8379834
40189,Scotts Rd,Newton Stn Exit B,1.312231813,103.838161
40191,Stevens Rd,Raffles Girls' Sch,1.312685556,103.8304269
40199,Stevens Rd,Opp Raffles Girls' Sch,1.312583333,103.8319122
40201,Stevens Rd,Chelsea Gdns Condo,1.313589722,103.8274306
40209,Stevens Rd,NOVOTEL MERCURE @ STEVENS,1.313888056,103.8273878
40211,Stevens Rd,Opp Met YMCA,1.316553316,103.825863
40219,Stevens Rd,Bef Met YMCA,1.31703698,103.8260595
40221,Stevens Rd,Opp Stevens Stn,1.319025313,103.8254556
40229,Stevens Rd,Aft Stevens Stn,1.319806731,103.8257067
40231,Whitley Rd,Raffles Town Club,1.322308683,103.8257715
40239,Whitley Rd,Aft Tanglin CC,1.322585278,103.8262153
40249,Whitley Rd,St. Joseph'S Instn,1.324924722,103.8273506
40251,Lornie Rd,Aft Wallace Way,1.34054276,103.8223113
40259,Lornie Rd,Bef Wallace Way,1.340312507,103.8225628
40261,Lornie Rd,LP 52,1.341303842,103.8270664
40269,Lornie Rd,LP 57,1.341056389,103.8266081
40271,Bt Timah Rd,Opp KK Women & Child Hosp,1.308806649,103.8463465
40279,Bt Timah Rd,KK Women & Child Hosp,1.309819257,103.8460393
40301,Bt Batok West Ave 6,Blk 451A,1.35332581,103.7428738
40309,Bt Batok West Ave 6,Opp Blk 451A,1.353676431,103.7429908
40311,Bt Batok West Ave 6,Blk 439C,1.357304569,103.7389078
40321,Bt Batok West Ave 8,Dulwich College,1.351744879,103.7394715
40329,Bt Batok West Ave 8,Millennia Institute,1.350969175,103.739619
40339,Bukit Batok West Avenue 9,Blk 448B,1.353474323,103.7408765
40341,Bt Batok West Ave 8,Bef Blk 440A,1.354623611,103.7388959
40349,Bt Batok West Ave 8,Blk 461,1.354974444,103.7393991
40351,Bt Batok West Ave 6,Blk 461C,1.354996569,103.7410022
40359,Bt Batok West Ave 6,Opp Blk 461C,1.35540219,103.7409058
40361,Bt Batok West Ave 8,Blk 438A,1.35715419,103.7408562
40369,Bt Batok West Ave 8,Opp Blk 438A,1.357634219,103.7413955
40371,Bt Batok West Ave 5,OPP BLK 465A,1.35813308,103.7430534
40379,Bt Batok West Ave 5,Blk 467 Cp,1.35754269,103.7435727
41011,Bt Timah Rd,NUS Bt Timah Campus,1.322356111,103.8189167
41019,Dunearn Rd,Aft Kheam Hock Rd,1.322674441,103.8202523
41021,Bt Timah Rd,Botanic Gdns Stn,1.32265,103.81554
41029,Dunearn Rd,Opp Botanic Gdns Stn,1.323333319,103.8163057
41031,Bt Timah Rd,Bef Crown Ctr,1.323068358,103.8119772
41041,Bt Timah Rd,Coronation Plaza,1.323984722,103.8102992
41049,Dunearn Rd,Opp Coronation Plaza,1.324695,103.8102625
41051,Bt Timah Rd,Tan Kah Kee Stn,1.326125,103.8071533
41061,Bt Timah Rd,Chinese High Sch,1.327053333,103.8057247
41069,Dunearn Rd,Opp Tan Kah Kee Stn,1.326527778,103.8075858
41071,Bt Timah Rd,Opp Natl JC,1.328988333,103.8026628
41079,Dunearn Rd,Natl JC,1.329403056,103.8030478
41081,Bt Timah Rd,Sixth Ave Stn,1.330823234,103.7972725
41089,Dunearn Rd,Aft Jln Naga Sari,1.330449211,103.7999332
41101,Farrer Rd,St. Margaret's Sec Sch,1.31908139,103.8092173
41109,Farrer Rd,Opp St. Margaret's Sec Sch,1.319446667,103.8105286
41111,Farrer Rd,Lutheran Twrs,1.320811702,103.8118514
41119,Farrer Rd,Opp Lutheran Twrs,1.320742213,103.8124537
41121,Adam Rd,S'Pore Bible Coll,1.325544444,103.8135078
41129,Adam Rd,Opp S'Pore Bible Coll,1.325429464,103.8139987
41131,Adam Rd,Opp The Japanese Assn,1.329736124,103.8145129
41139,Adam Rd,Aft The Japanese Assn,1.32963,103.8148553
41141,Adam Rd,Aft Adam Dr,1.334893066,103.817961
41151,Lornie Rd,Aft Sime Rd,1.337999729,103.819318
41159,Lornie Rd,Aft Lornie Wk,1.3387017,103.8198945
